,지점명,년,5월평균기온,5월합강수량(mm),5월합계일조시간,6월평균기온,6월합강수량(mm),6월합계일조시간,7월평균기온,7월합강수량(mm),7월합계일조시간,8월평균기온,8월합강수량(mm),8월합계일조시간,단위면적당 생산량
225,인천,2017,17.6,21.6,312.3,21.7,49.3,286.5,25.8,478.3,142.1,25.4,250.5,185.5,489.56608
226,인천,2018,17.0,158.9,221.9,21.2,144.0,224.6,26.6,148.8,279.3,28.1,214.9,255.5,511.78579
227,인천,2019,17.6,33.2,308.6,21.3,49.7,253.3,25.0,220.8,180.2,26.9,143.7,278.8,491.22567
228,인천,2020,16.7,101.2,212.8,21.8,100.2,238.2,23.2,243.5,173.5,25.9,486.4,129.8,481.98848
229,인천,2021,16.2,191.5,240.1,21.6,45.4,232.7,27.2,84.2,270.1,25.5,269.0,186.2,506.9197
230,인천,2022,17.1,5.4,301.6,21.9,286.0,145.9,26.2,215.2,198.5,24.9,635.9,147.4,495.7887
231,인천,2023,18.0,133.8,229.9,21.8,116.2,229.9,25.7,370.8,182.6,26.6,297.5,189.9,501.714
232,원주,1996,17.5,19.7,210.1,22.1,235.5,104.0,24.4,283.7,159.0,25.1,203.7,165.7,450.0
233,원주,1997,16.5,183.1,150.5,22.1,185.2,202.2,25.0,385.7,167.3,25.5,272.7,189.9,466.0
234,원주,1998,18.2,85.0,182.0,21.0,196.1,145.4,24.5,276.7,123.5,24.8,491.3,125.7,451.0
235,원주,1999,16.9,104.0,235.6,22.3,159.0,218.8,24.9,368.8,175.1,24.8,264.4,167.9,465.0
236,원주,2000,17.1,61.4,162.2,22.4,155.2,167.9,25.5,336.0,136.1,25.0,298.7,131.3,464.0
237,원주,2001,18.7,37.8,205.2,22.5,192.0,128.1,25.6,236.8,128.1,25.3,56.9,209.9,520.0
238,원주,2002,17.5,87.7,199.6,21.4,90.9,208.0,24.7,207.1,139.7,23.4,606.4,65.2,444.0
239,원주,2003,18.0,110.6,212.3,21.5,163.9,134.6,23.6,402.1,113.9,23.9,347.8,90.6,405.0
240,원주,2004,18.1,108.1,167.8,23.3,247.9,166.6,25.3,368.1,93.4,25.3,319.6,154.7,458.0
241,원주,2005,17.5,67.7,227.5,23.1,219.5,152.8,25.5,363.6,112.1,24.8,370.0,103.9,470.0
242,원주,2006,18.4,87.6,178.7,22.0,132.0,161.6,23.3,930.2,47.7,26.9,157.4,184.0,430.68538
243,원주,2007,18.0,139.6,192.3,22.5,80.1,168.1,23.9,367.2,108.5,25.9,403.4,109.4,452.28019
244,원주,2008,17.5,78.1,194.4,21.1,100.0,138.5,26.0,383.5,81.2,24.6,160.5,181.1,479.54492
245,원주,2009,18.4,111.1,211.4,22.4,95.0,166.0,24.0,602.8,102.0,25.1,208.8,160.9,505.22149
246,원주,2010,17.8,78.0,189.8,23.4,86.6,173.8,26.1,174.8,93.2,27.1,269.9,93.9,442.72972
247,원주,2011,18.3,109.1,183.2,22.8,364.8,193.7,25.5,882.0,81.0,25.9,369.8,107.7,455.20336
248,원주,2012,18.7,27.7,231.9,23.6,70.5,196.5,25.6,449.6,125.6,26.5,338.1,147.4,486.89744
249,원주,2013,18.3,82.6,236.0,23.9,199.2,229.3,26.0,642.2,121.7,26.9,153.5,222.7,491.50414
250,원주,2014,19.0,35.2,298.8,22.9,40.1,188.4,26.2,117.8,189.8,24.6,258.2,136.3,503.89162
251,원주,2015,19.9,32.0,309.0,23.8,177.0,275.9,26.2,196.3,211.3,26.2,101.5,246.3,520.34377
252,원주,2016,19.3,87.4,263.2,23.6,35.8,211.2,25.7,360.1,129.0,27.0,49.4,188.7,523.78248
253,원주,2017,18.8,30.1,217.7,22.1,73.7,239.0,25.7,505.6,89.4,24.2,273.6,130.6,499.61755
254,원주,2018,17.9,211.3,201.0,23.0,131.8,231.1,27.1,122.5,247.9,27.4,258.2,200.3,523.6773
255,원주,2019,19.2,10.4,303.3,22.1,67.9,225.7,25.2,137.1,142.4,26.2,142.4,228.7,518.90927
256,원주,2020,18.2,80.0,209.3,24.1,49.6,214.1,23.7,204.7,118.1,26.1,634.0,110.6,465.72271
257,원주,2021,16.5,142.7,200.6,22.3,133.0,205.5,26.7,199.8,238.2,24.6,172.9,141.5,528.2995
258,원주,2022,18.3,11.0,301.9,23.0,226.7,168.5,26.2,238.9,181.2,24.9,512.3,126.9,493.5025
259,원주,2023,18.6,130.7,239.9,23.1,140.0,232.0,25.9,463.3,157.7,26.7,233.0,152.7,517.8583
260,수원,1996,17.6,26.5,243.5,22.3,286.4,119.0,25.1,241.1,158.0,26.5,77.5,179.0,473.0
261,수원,1997,16.9,260.3,172.4,22.8,150.4,222.1,25.9,331.7,175.4,26.6,299.2,221.8,496.0
262,수원,1998,18.5,86.4,218.2,21.6,213.7,166.0,25.2,306.0,151.0,25.6,591.6,134.0,477.0
263,수원,1999,16.9,121.3,227.1,22.4,76.7,229.9,25.5,345.0,164.6,25.9,338.4,192.2,511.0
264,수원,2000,17.5,43.7,191.2,23.3,118.2,176.0,26.9,375.8,161.8,25.9,448.8,151.8,424.0
265,수원,2001,18.1,13.8,215.9,21.8,222.3,135.8,25.5,469.7,132.8,25.7,144.7,223.3,541.0
266,수원,2002,16.4,77.0,213.0,21.0,52.0,225.4,24.7,257.8,147.8,23.7,487.3,69.1,407.0
267,수원,2003,18.8,85.5,230.6,21.3,159.0,128.7,23.8,341.9,117.4,24.2,293.7,98.3,435.0
268,수원,2004,17.0,125.2,189.0,22.6,135.7,158.8,24.8,382.0,94.5,26.1,157.4,165.1,485.0
269,수원,2005,17.1,89.6,254.5,22.4,160.8,143.5,25.3,251.7,103.3,25.4,357.5,131.7,477.0
270,수원,2006,18.2,133.2,197.5,21.7,156.7,162.6,23.6,754.7,46.1,27.5,66.4,201.8,466.32831
271,수원,2007,17.8,146.7,213.2,22.6,74.2,185.4,24.0,269.7,107.4,26.1,295.0,126.3,443.44797
272,수원,2008,17.6,92.7,215.9,21.7,198.4,172.2,25.7,540.8,98.1,25.5,217.2,209.9,518.99862
273,수원,2009,18.3,102.4,246.8,22.1,118.8,213.3,24.2,766.0,145.0,25.7,207.1,176.2,494.12959
274,수원,2010,17.1,100.7,197.2,23.1,116.1,215.6,26.0,206.8,129.2,26.9,372.8,127.0,423.94203
275,수원,2011,16.2,74.2,196.0,21.1,391.5,180.6,25.3,794.3,95.6,26.1,315.1,113.3,431.84647
276,수원,2012,19.1,16.5,247.1,23.6,100.8,222.3,25.5,572.3,145.9,27.3,426.2,147.9,456.08417
277,수원,2013,17.6,129.0,225.8,23.5,69.6,210.4,25.5,405.9,79.0,27.4,157.0,216.7,461.46165
278,수원,2014,18.2,64.4,294.6,22.9,68.1,203.0,25.6,264.0,159.3,24.7,290.9,142.0,485.6184
279,수원,2015,18.2,32.6,278.8,23.1,30.2,245.3,25.5,225.8,165.8,26.2,71.0,205.7,507.84397
280,수원,2016,19.1,156.4,272.8,23.2,37.4,235.6,26.0,317.7,146.8,27.7,73.0,230.9,499.13225
281,수원,2017,18.4,22.5,303.2,22.4,27.6,275.6,26.5,684.5,123.7,25.5,359.7,162.5,486.00755
282,수원,2018,17.9,196.4,219.3,22.6,107.0,229.2,27.5,222.7,255.2,28.4,218.6,234.8,492.83373
283,수원,2019,18.4,26.7,306.8,22.1,68.8,229.4,25.8,190.9,139.7,26.8,117.9,236.9,466.31062
284,수원,2020,17.6,97.9,208.4,23.0,91.1,223.8,23.8,384.7,142.3,26.7,659.3,116.2,459.50489
285,수원,2021,16.5,179.2,208.6,22.5,50.1,225.3,27.7,134.4,242.6,25.7,161.1,150.4,493.9055
286,수원,2022,18.1,13.4,317.2,23.1,472.1,162.1,27.1,243.0,196.1,25.5,640.8,145.7,485.6311
287,수원,2023,18.3,120.3,235.2,22.4,131.5,214.7,25.9,490.5,164.8,26.7,200.7,194.1,478.8404
288,영월,1996,16.5,38.0,251.6,21.1,151.3,135.7,23.2,250.5,202.0,24.3,114.1,194.1,480.0
289,영월,1997,15.6,197.8,159.9,20.8,123.8,218.6,23.7,359.4,180.7,24.4,203.3,211.8,448.0
290,영월,1998,17.1,69.7,214.8,20.0,172.6,160.4,23.5,250.1,117.9,23.8,504.1,123.2,425.0
291,영월,1999,16.0,98.7,242.7,21.3,142.4,229.6,23.6,176.0,160.2,23.6,352.5,163.9,479.0
292,영월,2000,16.8,53.5,179.9,21.6,141.8,200.1,24.4,180.3,162.8,23.8,246.5,132.0,484.0
293,영월,2001,17.3,25.7,225.0,20.9,255.7,139.5,24.1,228.0,159.3,24.0,33.6,220.5,467.0
294,영월,2002,15.8,90.0,216.0,19.7,85.9,229.4,23.5,189.8,151.4,22.0,677.4,74.7,467.0
295,영월,2003,16.6,137.1,215.4,19.7,150.8,162.7,21.7,277.2,131.5,22.2,239.6,105.7,435.0
296,영월,2004,16.4,112.3,177.2,21.2,322.1,181.9,23.8,351.0,106.2,23.6,220.5,150.7,467.0
297,영월,2005,16.4,50.6,253.8,21.6,146.5,188.6,24.5,332.6,140.2,24.2,240.5,123.6,495.0
298,영월,2006,17.1,103.8,192.0,21.1,118.1,188.7,22.0,758.9,57.6,25.5,52.2,178.0,444.99604
299,영월,2007,16.6,130.0,203.1,21.2,155.0,180.3,22.8,320.0,117.8,24.5,565.1,102.2,437.11103
300,영월,2008,16.7,51.7,213.3,20.3,87.1,168.6,25.4,285.8,103.4,23.7,212.0,192.2,490.57129
301,영월,2009,17.6,87.9,223.6,21.3,97.4,206.2,23.3,389.7,116.4,23.8,149.0,174.9,500.70499
302,영월,2010,16.9,106.0,208.6,22.3,80.5,209.9,25.1,105.4,108.3,26.0,331.8,95.6,467.20494
303,영월,2011,17.3,114.4,177.6,21.8,435.5,189.2,24.7,581.0,92.0,24.8,386.5,105.6,482.15517
304,영월,2012,17.5,42.9,258.7,21.9,146.0,222.6,24.7,323.3,173.3,25.7,355.8,178.3,489.22281
305,영월,2013,17.6,112.1,250.7,22.7,158.2,215.2,25.0,414.7,114.5,25.8,134.7,209.2,460.19116
306,영월,2014,18.3,34.3,304.5,21.8,76.8,179.6,25.0,86.5,189.6,23.2,258.5,129.8,520.99404
307,영월,2015,18.8,19.2,292.6,22.4,78.5,237.6,24.1,206.5,157.8,24.2,67.3,191.3,537.05537
308,영월,2016,17.6,51.6,270.4,22.0,46.4,198.7,23.9,360.6,141.9,25.3,107.5,204.9,565.0012
309,영월,2017,18.0,21.5,266.6,21.1,55.0,242.5,24.9,402.1,119.9,23.7,272.8,133.8,493.53224
310,영월,2018,16.9,135.9,201.4,21.8,84.0,204.3,25.7,238.1,227.7,26.0,316.8,181.7,505.64663
311,영월,2019,18.1,20.9,225.1,20.9,126.9,211.4,23.8,128.7,138.3,24.8,118.4,201.9,504.24604
312,영월,2020,17.2,88.0,207.5,22.9,53.1,211.2,22.5,248.4,124.7,25.0,606.5,107.6,456.23426
313,영월,2021,15.4,154.3,182.9,21.0,141.0,195.3,25.4,180.2,222.6,23.3,192.6,116.5,486.9875
314,영월,2022,17.3,10.5,274.2,22.1,194.8,171.8,25.1,274.3,174.7,23.7,442.4,116.0,466.9925
315,영월,2023,17.4,119.2,225.0,21.9,180.8,215.4,24.7,491.5,152.9,25.4,290.1,180.5,477.0739
316,충주,1996,16.8,29.1,228.0,21.7,203.5,118.2,24.1,207.0,188.1,24.6,126.0,176.5,484.0
317,충주,1997,16.6,193.5,192.3,21.2,147.8,227.8,24.1,308.0,165.1,25.1,179.9,209.9,495.0
318,충주,1998,18.0,90.0,209.6,20.9,217.7,142.6,24.6,286.6,123.0,24.7,541.7,124.8,482.0
319,충주,1999,16.4,103.2,260.7,21.1,168.5,238.4,23.0,112.7,176.1,23.2,299.6,172.3,518.0
320,충주,2000,16.3,54.0,205.4,21.2,248.5,174.8,26.0,259.5,162.9,25.6,260.5,148.5,517.0
321,충주,2001,18.9,4.6,245.0,22.4,238.9,127.2,26.0,241.6,152.2,25.6,82.6,219.5,528.0
322,충주,2002,17.0,105.0,201.4,21.0,74.7,213.4,24.8,190.2,136.2,23.4,653.0,69.3,506.0
323,충주,2003,18.4,117.8,218.0,21.4,152.1,138.5,23.5,382.8,104.0,24.0,314.7,95.2,452.0
324,충주,2004,17.8,124.9,177.2,23.0,335.0,174.2,25.7,410.7,102.8,25.6,192.2,157.4,483.0
325,충주,2005,16.8,53.9,260.5,22.7,178.7,174.6,25.1,381.6,105.7,24.8,226.1,114.2,494.0
326,충주,2006,16.9,95.1,192.7,21.1,128.5,175.3,22.6,666.9,50.0,26.1,71.5,188.6,516.11531
327,충주,2007,17.5,116.5,203.1,22.1,90.1,170.3,23.8,282.7,101.9,25.8,366.0,118.9,483.973
328,충주,2008,17.3,70.9,217.9,21.4,78.1,165.5,26.1,319.8,100.9,24.8,192.5,191.1,512.54972
329,충주,2009,18.1,97.1,229.7,22.3,89.5,200.5,23.9,316.2,112.2,24.7,142.5,163.6,519.35225
330,충주,2010,17.2,97.0,206.8,22.9,50.6,207.2,25.7,112.2,110.7,26.8,345.1,107.1,473.43376
331,충주,2011,17.6,187.7,183.9,22.3,452.6,185.7,25.4,603.9,98.0,25.5,289.4,103.4,470.73837
332,충주,2012,18.5,61.0,259.4,23.5,58.8,229.8,25.7,265.7,188.4,26.5,403.3,183.1,495.18214
333,충주,2013,18.0,92.5,250.3,23.6,126.6,230.5,26.2,240.7,120.7,26.6,222.2,230.7,510.88476
334,충주,2014,18.5,26.3,305.8,22.7,63.3,199.7,25.5,92.6,178.8,23.8,284.3,129.7,514.02132
335,충주,2015,18.5,23.0,296.3,23.0,75.0,245.8,25.0,181.6,164.3,25.3,71.8,200.9,544.63709
336,충주,2016,18.8,70.0,248.4,23.3,38.9,215.5,25.7,374.4,154.8,26.8,44.0,222.5,543.40443
337,충주,2017,18.7,32.2,294.4,22.4,43.7,258.4,26.3,464.3,112.0,25.1,257.9,161.8,501.43558
338,충주,2018,17.9,180.0,206.5,22.7,63.7,225.6,27.2,149.1,246.2,27.6,353.3,195.4,498.52768
339,충주,2019,18.3,15.4,298.6,21.7,59.6,211.9,25.0,161.4,138.4,26.0,102.6,211.4,525.79264
340,충주,2020,17.8,109.7,213.6,23.4,112.1,201.7,23.1,352.2,106.3,26.1,505.6,120.0,503.9687
341,충주,2021,16.2,178.4,192.9,22.1,130.4,194.6,26.4,310.7,226.8,24.4,239.9,143.1,544.1495
342,충주,2022,17.8,8.6,304.8,22.9,219.0,173.5,26.0,350.5,160.5,25.0,457.3,117.0,534.9622
343,충주,2023,18.4,123.8,239.6,22.8,239.6,196.8,25.9,554.2,139.3,26.5,248.0,172.2,573.3807
344,서산,1996,16.5,20.0,269.3,21.1,179.2,95.5,24.3,152.8,169.3,25.7,74.1,199.3,524.0
345,서산,1997,16.5,232.8,197.8,22.1,204.4,226.3,25.3,298.7,173.3,26.1,87.2,258.9,553.0
346,서산,1998,17.3,95.5,218.0,20.5,281.7,159.1,24.5,295.6,158.6,24.9,491.8,136.4,471.0
347,서산,1999,15.7,178.8,231.6,21.6,105.1,232.2,24.6,175.6,162.0,25.1,497.4,203.2,586.0
348,서산,2000,15.1,62.1,207.7,20.8,204.4,189.4,25.0,60.8,179.7,25.2,608.1,185.4,559.0
349,서산,2001,17.5,17.8,219.7,21.5,200.2,130.6,25.4,402.0,133.1,25.6,136.6,225.7,560.0
350,서산,2002,16.3,177.3,198.9,21.0,60.8,232.1,24.5,296.1,159.8,24.0,428.2,79.6,497.0
351,서산,2003,18.2,105.5,244.0,20.8,221.8,135.2,23.5,290.2,95.5,23.7,257.9,100.1,474.0
352,서산,2004,16.6,140.3,203.1,21.9,211.1,160.3,24.8,321.9,112.4,26.0,131.2,187.0,523.0
353,서산,2005,16.3,56.1,268.2,21.7,147.0,144.1,24.9,386.1,131.0,25.0,270.5,143.1,512.0
354,서산,2006,16.3,133.5,207.6,20.2,226.8,176.4,22.8,494.5,57.2,26.0,58.2,208.9,523.41048
355,서산,2007,16.4,108.5,218.0,21.3,123.5,167.6,23.3,257.0,97.9,25.3,414.6,130.6,507.91607
356,서산,2008,15.6,88.5,221.0,20.7,118.1,149.8,24.6,335.5,91.6,24.4,114.2,218.5,554.94079
357,서산,2009,17.3,117.9,254.6,20.9,74.9,205.9,23.2,364.9,155.9,24.6,196.3,187.3,562.95086
358,서산,2010,15.2,168.0,192.4,21.0,94.9,205.8,24.4,447.1,145.6,25.7,707.0,147.3,462.87191
359,서산,2011,16.5,107.9,196.5,20.3,462.6,178.2,24.1,656.5,88.8,24.5,151.2,93.8,522.32622
360,서산,2012,17.8,14.5,251.0,22.5,91.1,253.2,24.9,266.8,182.1,26.2,647.9,172.3,486.57541
361,서산,2013,16.3,114.9,239.9,22.2,94.4,226.6,25.1,213.8,110.0,26.6,120.6,255.1,539.41306
362,서산,2014,16.9,52.7,288.4,21.9,69.3,203.2,24.5,151.7,159.4,23.6,242.3,146.3,565.61875
363,서산,2015,16.8,40.6,280.8,21.3,64.1,228.8,24.1,158.5,169.3,24.9,63.1,204.6,547.29301
364,서산,2016,17.9,153.7,277.8,21.9,36.8,219.3,25.2,295.6,177.6,26.4,34.0,240.1,547.24496
365,서산,2017,17.4,27.9,304.4,21.2,23.3,264.4,25.8,327.8,112.3,25.2,231.3,182.9,526.5692
366,서산,2018,17.1,147.7,233.8,21.6,162.3,237.5,26.5,152.9,279.3,27.4,156.8,255.4,556.88383
367,서산,2019,17.3,20.1,312.1,20.9,56.3,218.9,24.6,174.5,180.2,25.9,121.1,241.3,536.5309
368,서산,2020,16.9,101.3,215.4,22.1,144.0,216.8,23.0,329.4,129.7,26.2,400.0,129.5,518.54864
369,서산,2021,16.2,132.3,215.5,21.9,70.9,219.8,26.7,121.6,251.7,25.2,217.8,170.5,588.8145
370,서산,2022,16.8,2.9,315.6,22.3,352.4,146.7,26.2,178.4,183.7,24.9,468.7,139.8,545.7296
371,서산,2023,17.9,132.9,225.7,22.1,138.1,214.8,25.8,507.0,159.2,26.6,225.0,214.1,555.5774
372,울진,1996,15.4,22.1,230.5,18.1,211.3,128.3,21.9,90.7,196.0,23.4,109.7,196.3,476.0
373,울진,1997,16.6,160.6,203.1,19.9,83.8,246.2,23.3,244.0,216.4,24.1,92.6,204.1,490.0
374,울진,1998,16.9,84.2,248.6,19.0,149.3,141.3,22.5,409.8,57.6,24.0,232.3,129.2,443.0
375,울진,1999,17.1,135.8,270.6,20.0,161.9,222.6,22.2,119.4,139.0,23.0,324.3,143.9,447.0
376,울진,2000,16.0,65.9,201.1,19.0,82.6,177.0,23.9,57.3,183.3,23.4,244.6,162.9,470.0
377,울진,2001,18.0,21.4,202.3,20.7,157.4,141.9,24.3,56.8,215.0,24.0,30.8,191.7,485.0
378,울진,2002,15.6,130.1,217.9,19.0,20.5,247.0,22.6,210.3,153.7,22.8,606.0,113.3,487.0
379,울진,2003,15.0,140.0,187.6,19.7,165.6,183.6,20.6,234.6,98.1,22.7,295.8,126.8,403.0
380,울진,2004,16.7,57.4,190.6,20.3,221.1,226.4,23.8,197.6,160.0,23.1,372.7,161.9,487.0
381,울진,2005,14.6,29.0,242.0,20.2,91.4,206.2,23.5,242.7,172.3,24.2,164.1,189.2,497.0
382,울진,2006,14.9,108.6,175.6,18.5,48.3,167.5,21.0,704.6,46.6,24.4,248.7,217.4,424.59628
383,울진,2007,17.2,85.3,237.9,19.7,112.7,188.5,22.3,233.1,107.8,24.7,165.0,180.1,420.33463
384,울진,2008,16.5,43.5,220.7,18.6,111.7,167.2,24.9,240.3,185.7,22.8,159.8,205.0,500.87511
385,울진,2009,17.1,73.8,236.4,20.1,81.0,194.7,21.3,205.0,137.3,22.8,131.2,145.2,503.76527
386,울진,2010,15.2,132.5,220.1,19.4,11.7,244.7,23.9,68.9,174.2,25.0,128.9,178.7,500.20095
387,울진,2011,14.8,153.1,151.7,19.8,325.1,205.9,22.1,143.0,140.7,23.9,119.3,151.6,496.27983
388,울진,2012,15.8,40.6,233.0,18.9,34.8,169.0,23.5,235.1,199.2,24.1,201.5,149.0,489.77783
389,울진,2013,15.8,89.5,220.6,19.3,146.1,168.6,24.7,146.4,146.3,27.0,42.9,270.8,515.827
390,울진,2014,17.9,7.4,285.2,19.6,77.1,150.2,24.2,51.6,231.9,22.3,331.6,99.4,516.51783
391,울진,2015,17.6,8.0,300.3,18.9,99.1,202.0,22.2,120.2,202.3,24.3,125.4,208.0,535.46916
392,울진,2016,16.6,18.0,294.3,20.4,45.4,214.3,23.0,323.9,158.0,24.9,114.3,240.1,494.30047
393,울진,2017,18.2,28.5,279.8,19.2,22.4,269.2,24.8,131.2,170.7,24.1,267.1,146.8,504.33356
394,울진,2018,16.4,46.2,192.9,20.2,27.0,204.1,24.7,229.0,235.4,25.5,211.3,172.0,500.22631
395,울진,2019,18.1,17.5,284.5,19.3,142.1,240.0,24.2,135.9,194.5,25.1,140.5,214.8,454.07079
396,울진,2020,17.2,58.9,244.3,21.1,126.9,238.7,20.8,482.7,130.0,25.5,148.9,150.6,443.907
397,울진,2021,16.0,137.2,205.4,19.9,49.5,190.0,24.7,120.2,233.7,24.0,291.3,134.4,508.2375
398,울진,2022,17.8,2.6,295.9,20.9,82.0,183.8,24.2,78.2,167.5,25.0,172.2,152.2,498.8028
399,울진,2023,16.9,109.5,245.4,21.2,144.1,247.9,24.2,187.0,165.4,25.4,250.1,216.4,512.7584
400,청주,1996,18.1,36.8,264.7,22.6,255.8,119.0,25.6,170.5,218.6,26.5,128.6,183.9,515.0
401,청주,1997,17.8,179.1,200.3,23.1,210.3,250.3,25.8,425.5,182.2,26.1,211.1,230.7,525.0
402,청주,1998,18.9,92.8,232.5,21.4,247.0,165.0,25.3,253.0,168.2,25.6,460.6,141.9,476.0
403,청주,1999,17.7,102.4,255.7,23.0,191.1,235.4,25.5,122.4,189.4,25.8,197.4,167.1,519.0
404,청주,2000,17.2,42.1,190.3,22.7,185.7,174.7,26.2,300.0,159.4,26.1,390.4,152.4,537.0
405,청주,2001,19.7,14.3,231.4,22.9,217.5,133.5,26.3,171.5,156.8,25.8,135.5,208.7,539.0
406,청주,2002,18.1,106.9,199.4,22.2,57.9,209.4,25.5,186.2,152.8,24.2,482.4,70.0,514.0
407,청주,2003,19.1,113.5,219.1,21.9,186.0,130.1,23.4,467.2,90.2,24.1,293.9,95.9,454.0
408,청주,2004,18.2,121.8,190.0,23.1,421.5,162.7,26.0,318.9,121.5,25.8,247.6,173.3,519.0
409,청주,2005,17.9,50.7,260.0,23.0,170.0,158.5,25.5,373.1,111.4,25.4,334.7,132.8,507.0
410,청주,2006,18.9,119.4,199.4,22.9,115.5,178.8,23.8,508.0,52.5,26.9,52.0,200.7,517.44755
411,청주,2007,18.9,145.5,230.8,23.1,81.2,166.2,24.7,273.2,102.7,26.6,385.5,133.5,477.07664
412,청주,2008,18.9,64.5,225.2,22.1,112.0,145.9,27.1,296.6,101.0,25.7,195.5,194.1,515.31814
413,청주,2009,18.8,109.6,233.4,22.9,77.2,203.0,24.4,345.7,109.1,25.6,187.5,166.2,545.82505
414,청주,2010,18.5,110.0,210.3,24.0,42.6,191.0,26.6,224.1,120.9,28.0,433.2,112.9,520.10949
415,청주,2011,19.3,116.2,181.5,23.7,360.7,180.1,26.1,531.9,91.5,26.1,290.2,103.6,507.48178
416,청주,2012,19.9,31.2,223.3,23.8,93.7,187.6,26.3,257.4,116.7,27.3,479.5,139.4,504.57956
417,청주,2013,19.2,97.9,242.7,24.6,229.9,222.6,27.2,253.6,141.3,28.0,183.9,231.5,537.61405
418,청주,2014,19.8,35.0,292.1,23.5,92.6,189.7,26.5,125.1,173.1,24.9,197.5,132.0,559.18728
419,청주,2015,20.0,24.4,284.4,23.7,83.3,227.6,25.4,141.4,182.8,26.3,54.3,228.8,564.8341
420,청주,2016,19.9,84.4,288.5,23.6,39.9,238.0,26.3,320.0,192.2,27.6,69.0,247.8,567.88621
421,청주,2017,20.0,11.9,312.1,23.4,17.5,273.7,27.1,789.1,139.9,26.1,225.2,198.4,526.20263
422,청주,2018,19.3,92.0,238.5,23.8,63.3,245.0,28.2,324.9,272.2,28.9,247.9,228.6,572.4204
423,청주,2019,20.2,20.3,299.9,23.0,82.5,223.2,26.3,204.8,162.8,27.6,80.5,215.2,552.72336
424,청주,2020,19.2,65.3,229.5,24.5,145.9,199.4,24.3,386.6,109.4,27.7,385.8,145.8,522.04844
425,청주,2021,17.8,136.4,200.8,23.8,75.4,205.9,28.3,138.1,232.2,26.1,233.1,149.0,539.6766
426,청주,2022,19.7,9.1,329.2,24.2,129.6,186.4,27.6,171.7,196.1,26.4,519.4,132.2,521.7132
427,청주,2023,20.0,202.4,223.5,24.4,100.5,195.5,27.1,698.5,135.4,28.0,297.7,157.1,517.7899
428,대전,1996,18.0,62.9,275.5,22.1,411.4,118.6,25.2,257.7,231.4,26.1,114.4,205.7,504.0
429,대전,1997,17.8,200.9,218.5,22.8,267.5,253.9,25.6,424.2,168.8,26.0,463.5,228.7,516.0
430,대전,1998,18.6,119.5,202.4,21.0,297.2,144.3,25.0,256.1,143.6,25.3,781.7,104.8,492.0
431,대전,1999,17.5,116.8,239.7,22.7,245.7,226.6,25.0,137.8,177.9,25.6,203.0,163.5,502.0
432,대전,2000,17.2,54.3,204.2,22.2,238.3,181.9,25.6,470.1,173.1,25.8,473.6,164.9,474.0
433,대전,2001,19.5,30.2,228.5,23.0,234.2,139.4,26.1,171.0,167.0,25.8,78.1,210.0,508.0
434,대전,2002,18.1,130.5,198.2,22.6,55.4,208.2,25.8,149.1,156.5,24.6,538.8,70.9,471.0
435,대전,2003,19.4,119.5,226.2,22.0,186.4,150.3,23.4,576.3,102.7,24.4,254.9,98.5,430.0
436,대전,2004,18.6,109.0,188.8,23.5,383.5,189.8,26.1,391.0,134.2,25.9,198.3,158.4,504.0
437,대전,2005,17.3,60.5,232.7,22.7,209.6,171.9,25.4,463.3,123.4,25.1,499.5,136.0,493.0
438,대전,2006,18.5,119.7,201.7,22.3,131.0,179.7,23.1,531.0,55.9,26.7,113.6,193.8,494.52565
439,대전,2007,18.3,130.1,239.9,22.5,133.0,164.0,24.2,275.7,102.9,26.1,373.0,122.4,464.8183
440,대전,2008,18.1,59.2,233.7,21.1,148.3,146.4,26.1,253.4,106.3,24.6,325.2,208.5,485.27201
441,대전,2009,18.3,124.3,249.2,22.1,87.3,221.2,22.9,429.2,123.8,24.5,148.3,181.0,515.3338
442,대전,2010,17.8,117.6,219.5,23.4,65.6,213.4,25.7,223.1,130.1,27.1,376.4,119.2,482.90153
443,대전,2011,18.1,162.0,182.0,22.7,391.6,189.8,25.7,587.3,99.9,25.8,420.3,99.5,494.43093
444,대전,2012,19.8,24.0,239.2,23.8,57.8,228.6,26.3,277.6,196.3,27.1,463.6,194.0,488.36433
445,대전,2013,18.8,110.4,264.5,23.9,162.6,213.9,26.8,218.7,153.1,27.8,126.6,260.9,503.27575
446,대전,2014,19.4,49.7,307.8,22.9,143.7,201.0,25.9,177.2,183.1,24.2,240.9,126.3,506.25292
447,대전,2015,19.5,28.9,297.3,23.4,119.8,220.0,25.4,145.6,188.9,26.4,51.6,228.5,512.18196
448,대전,2016,19.8,85.1,289.4,23.7,62.5,221.9,26.6,367.9,202.9,27.9,57.4,256.0,511.67656
449,대전,2017,19.6,29.3,303.0,23.3,35.3,276.1,27.1,434.5,146.0,26.0,293.8,194.6,494.36928
450,대전,2018,19.2,95.9,226.4,23.6,115.8,232.3,27.9,226.9,254.8,29.0,408.6,220.5,505.4836
451,대전,2019,19.7,35.6,297.8,22.6,77.9,228.5,25.8,199.0,181.7,27.2,104.3,230.1,503.75096
452,대전,2020,18.8,80.4,239.9,24.1,192.5,209.7,23.6,544.9,95.9,27.5,361.6,176.8,477.83672
